OptionLongName,Strike,Expiration,CallPut,ImpliedVolatility,Volume,OpenInterest,Delta
SPX 140222P1960000,1960,2/22/2014,P,0.118069,0,0,-0.910501
SPX 140222C1965000,1965,2/22/2014,C,0.103473,33,50,0.052248
SPX 140222P1965000,1965,2/22/2014,P,0.119849,0,0,-0.916058
SPX 140222C1970000,1970,2/22/2014,C,0.104234,13,247,0.046819
SPX 140222P1970000,1970,2/22/2014,P,0.120439,0,0,-0.923232
SPX 140222C1975000,1975,2/22/2014,C,0.104674,38,36617,0.041454
SPX 140222P1975000,1975,2/22/2014,P,0.121269,0,0,-0.929432
SPX 140222C1980000,1980,2/22/2014,C,0.106071,35,25,0.037993
SPX 140222P1980000,1980,2/22/2014,P,0.125824,0,0,-0.92919
SPX 140222C1985000,1985,2/22/2014,C,0.106804,0,10,0.033988
SPX 140222P1985000,1985,2/22/2014,P,0.126387,0,0,-0.935097
SPX 140222C1990000,1990,2/22/2014,C,0.108281,2,25,0.031311
SPX 140222P1990000,1990,2/22/2014,P,0.128534,0,0,-0.938225
SPX 140222C1995000,1995,2/22/2014,C,0.109042,0,12,0.028059
SPX 140222P1995000,1995,2/22/2014,P,0.132471,0,0,-0.938546
SPX 140222C2000000,2000,2/22/2014,C,0.110742,292,12132,0.026153
SPX 140222P2000000,2000,2/22/2014,P,0.134504,260,11672,-0.941478
SPX 140222C2025000,2025,2/22/2014,C,0.117351,0,8,0.017336
SPX 140222P2025000,2025,2/22/2014,P,0.144743,0,0,-0.953153
SPX 140222C2050000,2050,2/22/2014,C,0.12531,0,67,0.01264
SPX 140222P2050000,2050,2/22/2014,P,0.156515,0,0,-0.959925
SPX 140222C2075000,2075,2/22/2014,C,0.127375,0,2,0.007054
SPX 140222P2075000,2075,2/22/2014,P,0.166148,0,0,-0.966602
SPX 140222C2100000,2100,2/22/2014,C,0.136593,900,202,0.005867
SPX 140222P2100000,2100,2/22/2014,P,0.181178,0,0,-0.967728
SPX 140322P150000,150,3/22/2014,P,1.730901,0,0,-0.000217
SPX 140322P200000,200,3/22/2014,P,1.556143,0,26,-0.000302
SPX 140322P250000,250,3/22/2014,P,1.397807,0,54,-0.00034
SPX 140322P300000,300,3/22/2014,P,1.246737,0,117,-0.000313
SPX 140322P350000,350,3/22/2014,P,1.141364,0,9,-0.000345
SPX 140322P400000,400,3/22/2014,P,1.050633,0,18,-0.000376
SPX 140322P450000,450,3/22/2014,P,0.970974,0,0,-0.000409
SPX 140322P500000,500,3/22/2014,P,0.899979,0,2440,-0.000443
SPX 140322P550000,550,3/22/2014,P,0.835934,0,0,-0.000478
SPX 140322P600000,600,3/22/2014,P,0.777592,0,275,-0.000515
SPX 140322P650000,650,3/22/2014,P,0.737624,0,10,-0.000669
SPX 140322P700000,700,3/22/2014,P,0.674433,0,188,-0.000595
SPX 140322P725000,725,3/22/2014,P,0.663307,0,287,-0.000745
SPX 140322P750000,750,3/22/2014,P,0.628314,0,475,-0.000639
SPX 140322P775000,775,3/22/2014,P,0.627818,0,608,-0.000932
SPX 140322P800000,800,3/22/2014,P,0.596349,0,10601,-0.000829
SPX 140322P825000,825,3/22/2014,P,0.584659,0,939,-0.001001
SPX 140322P850000,850,3/22/2014,P,0.555096,0,2939,-0.00089
SPX 140322P875000,875,3/22/2014,P,0.535367,0,645,-0.000923
SPX 140322P900000,900,3/22/2014,P,0.524552,1,5216,-0.001115
SPX 140322P925000,925,3/22/2014,P,0.505606,0,385,-0.001156
SPX 140322P950000,950,3/22/2014,P,0.487153,0,5002,-0.0012
SPX 140322P975000,975,3/22/2014,P,0.47582,0,423,-0.001416
SPX 140322P1000000,1000,3/22/2014,P,0.451616,100,38850,-0.001293
SPX 140322P1025000,1025,3/22/2014,P,0.446268,0,699,-0.001706
SPX 140322P1050000,1050,3/22/2014,P,0.423745,0,3710,-0.001586
SPX 140322P1075000,1075,3/22/2014,P,0.417089,0,5317,-0.002032
SPX 140322P1080000,1080,3/22/2014,P,0.409057,0,0,-0.001857
SPX 140322P1100000,1100,3/22/2014,P,0.395967,0,9478,-0.001917
SPX 140322P1120000,1120,3/22/2014,P,0.391598,0,1,-0.00238
SPX 140322P1125000,1125,3/22/2014,P,0.388352,0,2581,-0.002399
SPX 140322P1140000,1140,3/22/2014,P,0.382364,0,1,-0.002659
SPX 140322P1150000,1150,3/22/2014,P,0.379317,0,20726,-0.002903
SPX 140322P1160000,1160,3/22/2014,P,0.372889,0,1,-0.002951
SPX 140322P1175000,1175,3/22/2014,P,0.369299,0,5227,-0.00343
SPX 140322P1180000,1180,3/22/2014,P,0.366096,0,1,-0.003459
SPX 140322P1200000,1200,3/22/2014,P,0.358571,5,17004,-0.003988
SPX 140322P1220000,1220,3/22/2014,P,0.350484,0,1,-0.004538
SPX 140322P1225000,1225,3/22/2014,P,0.347312,0,4198,-0.004578
SPX 140322P1240000,1240,3/22/2014,P,0.343894,0,1,-0.005318
SPX 140322P1250000,1250,3/22/2014,P,0.339399,0,17223,-0.005618
SPX 140322P1260000,1260,3/22/2014,P,0.334832,0,4,-0.005926
SPX 140322P1270000,1270,3/22/2014,P,0.330201,0,0,-0.006242
SPX 140322P1275000,1275,3/22/2014,P,0.330234,0,862,-0.006711
SPX 140322P1280000,1280,3/22/2014,P,0.327067,0,73,-0.006774
SPX 140322P1290000,1290,3/22/2014,P,0.32371,0,0,-0.007314
SPX 140322P1300000,1300,3/22/2014,P,0.320158,0,59742,-0.007866
SPX 140322P1310000,1310,3/22/2014,P,0.316432,0,0,-0.008431
SPX 140322P1320000,1320,3/22/2014,P,0.311346,0,130,-0.008802
SPX 140322P1325000,1325,3/22/2014,P,0.310561,1,12214,-0.009304
SPX 140322P1330000,1330,3/22/2014,P,0.307395,0,1,-0.009394
SPX 140322P1340000,1340,3/22/2014,P,0.304397,0,10,-0.01021
SPX 140322P1350000,1350,3/22/2014,P,0.302147,10,17530,-0.011248
SPX 140322P1360000,1360,3/22/2014,P,0.296751,0,5,-0.011684
SPX 140322P1370000,1370,3/22/2014,P,0.291343,0,4,-0.012135
SPX 140322P1375000,1375,3/22/2014,P,0.291731,0,12592,-0.013101
SPX 140322P1380000,1380,3/22/2014,P,0.289394,0,24,-0.013446
SPX 140322P1390000,1390,3/22/2014,P,0.285471,0,4,-0.01436
SPX 140322P1400000,1400,3/22/2014,P,0.282155,92,31587,-0.015509
SPX 140322P1410000,1410,3/22/2014,P,0.277209,0,3,-0.016267
SPX 140322P1420000,1420,3/22/2014,P,0.274906,0,27,-0.017892
SPX 140322P1425000,1425,3/22/2014,P,0.269691,2,20115,-0.017452
SPX 140322P1430000,1430,3/22/2014,P,0.269116,2,8,-0.018501
SPX 140322P1440000,1440,3/22/2014,P,0.266373,0,7,-0.020196
SPX 140322P1450000,1450,3/22/2014,P,0.263334,20,47832,-0.021928
SPX 140322P1460000,1460,3/22/2014,P,0.258985,0,3,-0.023284
SPX 140322P1470000,1470,3/22/2014,P,0.255517,0,1,-0.025105
SPX 140322P1475000,1475,3/22/2014,P,0.2537,17,31496,-0.026034
SPX 140322P1480000,1480,3/22/2014,P,0.251363,0,25,-0.026766
SPX 140322P1490000,1490,3/22/2014,P,0.24751,0,0,-0.028693
SPX 140322P1500000,1500,3/22/2014,P,0.243894,4,66892,-0.030889
SPX 140322P1510000,1510,3/22/2014,P,0.24085,0,5,-0.033567
SPX 140322P1520000,1520,3/22/2014,P,0.237155,0,4321,-0.03611
SPX 140322P1525000,1525,3/22/2014,P,0.234869,0,19943,-0.037204
SPX 140322P1530000,1530,3/22/2014,P,0.232551,0,0,-0.038319
SPX 140322P1540000,1540,3/22/2014,P,0.228484,0,0,-0.041031
SPX 140322P1550000,1550,3/22/2014,P,0.224858,1,45126,-0.044255
SPX 140322P1560000,1560,3/22/2014,P,0.220992,52,4742,-0.047585
SPX 140322P1570000,1570,3/22/2014,P,0.217461,0,0,-0.051444
SPX 140322P1575000,1575,3/22/2014,P,0.215058,21,25915,-0.053012
SPX 140322P1580000,1580,3/22/2014,P,0.213666,16,116,-0.055432
SPX 140322P1590000,1590,3/22/2014,P,0.210119,1,1,-0.059968
SPX 140322P1600000,1600,3/22/2014,P,0.20583,2063,42452,-0.064263
SPX 140322P1610000,1610,3/22/2014,P,0.202642,1,93,-0.069935
SPX 140322P1620000,1620,3/22/2014,P,0.199114,2520,280,-0.075796
SPX 140322P1625000,1625,3/22/2014,P,0.197033,41,33575,-0.07861
SPX 140322P1630000,1630,3/22/2014,P,0.195658,2,2604,-0.082258
SPX 140322P1640000,1640,3/22/2014,P,0.192231,26,844,-0.08934
SPX 140322C1650000,1650,3/22/2014,C,0.182229,0,19805,0.906158
SPX 140322P1650000,1650,3/22/2014,P,0.188796,2674,53791,-0.097061
SPX 140322C1660000,1660,3/22/2014,C,0.17811,0,0,0.898843
SPX 140322P1660000,1660,3/22/2014,P,0.18532,0,437,-0.105443
SPX 140322C1670000,1670,3/22/2014,C,0.17623,0,0,0.888086
SPX 140322P1670000,1670,3/22/2014,P,0.181774,0,5331,-0.114515
SPX 140322C1675000,1675,3/22/2014,C,0.175369,0,12478,0.882239
SPX 140322P1675000,1675,3/22/2014,P,0.179857,30,36302,-0.119187
SPX 140322C1680000,1680,3/22/2014,C,0.173177,0,0,0.877798
SPX 140322P1680000,1680,3/22/2014,P,0.178416,2,4853,-0.12467
SPX 140322C1690000,1690,3/22/2014,C,0.169394,0,0,0.867479
SPX 140322P1690000,1690,3/22/2014,P,0.174641,1,94,-0.135217
SPX 140322C1700000,1700,3/22/2014,C,0.166266,90,20461,0.855259
SPX 140322P1700000,1700,3/22/2014,P,0.171488,3715,40209,-0.147563
SPX 140322C1705000,1705,3/22/2014,C,0.165402,0,0,0.847782
SPX 140322P1705000,1705,3/22/2014,P,0.16973,0,16,-0.153915
SPX 140322C1710000,1710,3/22/2014,C,0.163391,0,26,0.841546
SPX 140322P1710000,1710,3/22/2014,P,0.168096,4,31,-0.160718
SPX 140322C1715000,1715,3/22/2014,C,0.16175,0,0,0.834496
SPX 140322P1715000,1715,3/22/2014,P,0.166336,0,2,-0.167658
SPX 140322C1720000,1720,3/22/2014,C,0.160212,1,83,0.826978
SPX 140322P1720000,1720,3/22/2014,P,0.164456,137,2210,-0.174749
SPX 140322C1725000,1725,3/22/2014,C,0.159656,10,18451,0.817758
SPX 140322P1725000,1725,3/22/2014,P,0.163117,2006,26334,-0.182894
SPX 140322C1730000,1730,3/22/2014,C,0.157164,0,102,0.810862
SPX 140322P1730000,1730,3/22/2014,P,0.1612,0,302,-0.190606
SPX 140322C1735000,1735,3/22/2014,C,0.156063,0,50,0.801672
SPX 140322P1735000,1735,3/22/2014,P,0.159369,0,16,-0.198788
SPX 140322C1740000,1740,3/22/2014,C,0.154172,10,6,0.793195
SPX 140322P1740000,1740,3/22/2014,P,0.158018,2,2479,-0.207981
SPX 140322C1745000,1745,3/22/2014,C,0.153353,0,0,0.782849
SPX 140322P1745000,1745,3/22/2014,P,0.156508,0,2,-0.21734
SPX 140322C1750000,1750,3/22/2014,C,0.151952,75,36724,0.772904
SPX 140322P1750000,1750,3/22/2014,P,0.154843,4492,41066,-0.226889
SPX 140322C1755000,1755,3/22/2014,C,0.150005,0,120,0.763273
SPX 140322P1755000,1755,3/22/2014,P,0.153218,0,123,-0.236896
SPX 140322C1760000,1760,3/22/2014,C,0.148659,0,200,0.752404
SPX 140322P1760000,1760,3/22/2014,P,0.15162,0,1671,-0.24736
SPX 140322C1765000,1765,3/22/2014,C,0.146411,0,3415,0.74226
SPX 140322P1765000,1765,3/22/2014,P,0.14986,0,3415,-0.258055
SPX 140322C1770000,1770,3/22/2014,C,0.145623,0,12419,0.729783
SPX 140322P1770000,1770,3/22/2014,P,0.148294,0,12415,-0.269439
SPX 140322C1775000,1775,3/22/2014,C,0.144105,0,34976,0.717777
SPX 140322P1775000,1775,3/22/2014,P,0.147419,379,32261,-0.282079
SPX 140322C1780000,1780,3/22/2014,C,0.141896,0,10312,0.706095
SPX 140322P1780000,1780,3/22/2014,P,0.145325,30,9992,-0.293763
SPX 140322C1785000,1785,3/22/2014,C,0.141196,0,5279,0.692183
SPX 140322P1785000,1785,3/22/2014,P,0.143899,1540,4847,-0.306681
SPX 140322C1790000,1790,3/22/2014,C,0.139619,10,2463,0.678786
SPX 140322P1790000,1790,3/22/2014,P,0.142282,5,2303,-0.319873
SPX 140322C1795000,1795,3/22/2014,C,0.138009,0,16371,0.664902
SPX 140322P1795000,1795,3/22/2014,P,0.140795,5,16360,-0.333688
SPX 140322C1800000,1800,3/22/2014,C,0.136675,18,87665,0.650264
SPX 140322P1800000,1800,3/22/2014,P,0.139266,3090,77703,-0.34794
SPX 140322C1805000,1805,3/22/2014,C,0.135127,0,7704,0.635315
SPX 140322P1805000,1805,3/22/2014,P,0.137688,30,7742,-0.362647
SPX 140322C1810000,1810,3/22/2014,C,0.133673,1,5337,0.619779
SPX 140322P1810000,1810,3/22/2014,P,0.136208,41,7504,-0.377925
SPX 140322C1815000,1815,3/22/2014,C,0.131693,0,13097,0.604062
SPX 140322P1815000,1815,3/22/2014,P,0.134813,2,13351,-0.393736
SPX 140322C1820000,1820,3/22/2014,C,0.130247,5,6924,0.587469
SPX 140322P1820000,1820,3/22/2014,P,0.133342,77,6824,-0.409973
SPX 140322C1825000,1825,3/22/2014,C,0.128862,9242,34965,0.570364
SPX 140322P1825000,1825,3/22/2014,P,0.131938,10349,21806,-0.426703
SPX 140322C1830000,1830,3/22/2014,C,0.127528,0,7874,0.552785
SPX 140322P1830000,1830,3/22/2014,P,0.130442,90,7993,-0.443854
SPX 140322C1835000,1835,3/22/2014,C,0.126236,740,16965,0.534771
SPX 140322P1835000,1835,3/22/2014,P,0.128996,1464,16923,-0.461462
SPX 140322C1840000,1840,3/22/2014,C,0.12483,22918,9088,0.516354
SPX 140322P1840000,1840,3/22/2014,P,0.127736,22562,8831,-0.479484
SPX 140322C1845000,1845,3/22/2014,C,0.12345,1111,93,0.497536
SPX 140322P1845000,1845,3/22/2014,P,0.12636,1166,0,-0.497873
SPX 140322C1850000,1850,3/22/2014,C,0.122381,3237,50636,0.478455
SPX 140322P1850000,1850,3/22/2014,P,0.125156,5129,4078,-0.516557
SPX 140322C1855000,1855,3/22/2014,C,0.121178,0,0,0.459069
SPX 140322P1855000,1855,3/22/2014,P,0.123823,1,0,-0.535571
SPX 140322C1860000,1860,3/22/2014,C,0.11998,11,526,0.439447
SPX 140322P1860000,1860,3/22/2014,P,0.122648,0,43,-0.554756
SPX 140322C1865000,1865,3/22/2014,C,0.118483,0,7,0.419383
SPX 140322P1865000,1865,3/22/2014,P,0.121332,0,0,-0.574235
SPX 140322C1870000,1870,3/22/2014,C,0.117428,0,570,0.399515
SPX 140322P1870000,1870,3/22/2014,P,0.120166,0,1,-0.593751
SPX 140322C1875000,1875,3/22/2014,C,0.116214,316,22362,0.379416
SPX 140322P1875000,1875,3/22/2014,P,0.119152,15,28,-0.613184
SPX 140322C1880000,1880,3/22/2014,C,0.115142,15,4800,0.359464
SPX 140322P1880000,1880,3/22/2014,P,0.117983,0,0,-0.632798
SPX 140322C1890000,1890,3/22/2014,C,0.113124,1,5012,0.319983
SPX 140322P1890000,1890,3/22/2014,P,0.115458,0,0,-0.672227
SPX 140322C1900000,1900,3/22/2014,C,0.111242,10552,39577,0.281564
SPX 140322P1900000,1900,3/22/2014,P,0.113729,0,3923,-0.709749
SPX 140322C1910000,1910,3/22/2014,C,0.109915,14,5126,0.245666
SPX 140322P1910000,1910,3/22/2014,P,0.112961,0,0,-0.744001
SPX 140322C1920000,1920,3/22/2014,C,0.108132,17,129,0.210724
SPX 140322P1920000,1920,3/22/2014,P,0.111659,0,1,-0.777386
SPX 140322C1925000,1925,3/22/2014,C,0.107502,2134,25067,0.194675
SPX 140322P1925000,1925,3/22/2014,P,0.111202,0,1,-0.792855
SPX 140322C1930000,1930,3/22/2014,C,0.10695,0,101,0.179441
SPX 140322P1930000,1930,3/22/2014,P,0.10976,0,0,-0.809981
SPX 140322C1940000,1940,3/22/2014,C,0.105948,450,591,0.151186
SPX 140322P1940000,1940,3/22/2014,P,0.109097,0,0,-0.837358
SPX 140322C1950000,1950,3/22/2014,C,0.105626,2043,21567,0.127325
SPX 140322P1950000,1950,3/22/2014,P,0.108906,0,704,-0.861032
SPX 140322C1960000,1960,3/22/2014,C,0.105495,7,5009,0.106621
SPX 140322P1960000,1960,3/22/2014,P,0.110411,0,0,-0.87838
SPX 140322C1970000,1970,3/22/2014,C,0.105469,20,3944,0.088731
SPX 140322P1970000,1970,3/22/2014,P,0.1104,0,0,-0.896783
SPX 140322C1975000,1975,3/22/2014,C,0.10557,18,11324,0.080933
SPX 140322P1975000,1975,3/22/2014,P,0.111717,0,8,-0.902415
SPX 140322C1980000,1980,3/22/2014,C,0.106009,7,48,0.074365
SPX 140322P1980000,1980,3/22/2014,P,0.110296,0,0,-0.913095
SPX 140322C1990000,1990,3/22/2014,C,0.105916,0,6,0.060867
SPX 140322P1990000,1990,3/22/2014,P,0.113642,0,0,-0.920882
SPX 140322C2000000,2000,3/22/2014,C,0.106476,143,54325,0.050475
SPX 140322P2000000,2000,3/22/2014,P,0.113422,101,29495,-0.93379
SPX 140322C2010000,2010,3/22/2014,C,0.107603,0,0,0.042522
SPX 140322P2010000,2010,3/22/2014,P,0.11626,0,0,-0.940064
SPX 140322C2020000,2020,3/22/2014,C,0.108646,0,4,0.035674
SPX 140322P2020000,2020,3/22/2014,P,0.119849,0,0,-0.944405
SPX 140322C2025000,2025,3/22/2014,C,0.109073,15,28,0.032541
SPX 140322P2025000,2025,3/22/2014,P,0.118311,0,0,-0.951083
SPX 140322C2040000,2040,3/22/2014,C,0.111511,0,0,0.025863
SPX 140322P2040000,2040,3/22/2014,P,0.121701,0,0,-0.958274
SPX 140322C2050000,2050,3/22/2014,C,0.11333,0,2921,0.022429
SPX 140322P2050000,2050,3/22/2014,P,0.125749,0,1001,-0.960243
SPX 140322C2075000,2075,3/22/2014,C,0.118188,0,15,0.0161
SPX 140322P2075000,2075,3/22/2014,P,0.13059,0,0,-0.969348
SPX 140322C2100000,2100,3/22/2014,C,0.123146,0,3060,0.011835
SPX 140322P2100000,2100,3/22/2014,P,0.137438,0,511,-0.974317
SPX 140322C2125000,2125,3/22/2014,C,0.129471,0,0,0.009499
SPX 140322P2125000,2125,3/22/2014,P,0.150358,0,0,-0.973791
SPX 140322C2150000,2150,3/22/2014,C,0.134697,0,0,0.007369
SPX 140322P2150000,2150,3/22/2014,P,0.158527,0,0,-0.976364
SPX 140322C2200000,2200,3/22/2014,C,0.1487,0,0,0.005618
SPX 140322P2200000,2200,3/22/2014,P,0.166514,0,0,-0.983933
SPX 140322C2250000,2250,3/22/2014,C,0.16084,0,0,0.004158
SPX 140322P2250000,2250,3/22/2014,P,0.181364,0,700,-0.98609
SPX 140322C2300000,2300,3/22/2014,C,0.173711,0,0,0.003367
SPX 140322P2300000,2300,3/22/2014,P,0.207848,0,0,-0.983742
SPX 140322C2350000,2350,3/22/2014,C,0.188611,0,0,0.003128
SPX 140322P2350000,2350,3/22/2014,P,0.222,0,2930,-0.985478
SPX 140322C2400000,2400,3/22/2014,C,0.184182,0,0,0.001154
SPX 140322P2400000,2400,3/22/2014,P,0.223938,0,0,-0.989564
SPX 140322C2450000,2450,3/22/2014,C,0.19715,0,0,0.001084
SPX 140322P2450000,2450,3/22/2014,P,0.252083,0,2930,-0.987194
SPX 140322C2500000,2500,3/22/2014,C,0.209774,0,0,0.001025
SPX 140322P2500000,2500,3/22/2014,P,0.263485,0,700,-0.988455
SPXQ 140331P500000,500,3/31/2014,P,0.852496,0,0,-0.000443
SPXQ 140331P600000,600,3/31/2014,P,0.736533,0,0,-0.000515
SPXQ 140331P700000,700,3/31/2014,P,0.638788,0,7,-0.000595
SPXQ 140331P750000,750,3/31/2014,P,0.595089,0,0,-0.000639
SPXQ 140331P800000,800,3/31/2014,P,0.573848,0,87,-0.000966
SPXQ 140331P850000,850,3/31/2014,P,0.525714,0,0,-0.00089
SPXQ 140331P900000,900,3/31/2014,P,0.488836,0,2,-0.000957
SPXQ 140331P925000,925,3/31/2014,P,0.471145,0,0,-0.000993
SPXQ 140331P950000,950,3/31/2014,P,0.46133,0,12,-0.0012
SPXQ 140331P975000,975,3/31/2014,P,0.444285,0,0,-0.001246
SPXQ 140331P1000000,1000,3/31/2014,P,0.433749,0,15,-0.001471
SPXQ 140331P1025000,1025,3/31/2014,P,0.411424,0,0,-0.001343
SPXQ 140331P1050000,1050,3/31/2014,P,0.401246,0,3,-0.001587
SPXQ 140331P1075000,1075,3/31/2014,P,0.399049,0,1,-0.002218
SPXQ 140331P1100000,1100,3/31/2014,P,0.374922,0,10,-0.001918
SPXQ 140331P1125000,1125,3/31/2014,P,0.367702,0,1,-0.002401
SPXQ 140331P1150000,1150,3/31/2014,P,0.355935,0,0,-0.002705
SPXQ 140331P1175000,1175,3/31/2014,P,0.346899,0,174,-0.003232
SPXQ 140331P1200000,1200,3/31/2014,P,0.339471,0,776,-0.003991
SPXQ 140331P1225000,1225,3/31/2014,P,0.332766,0,9,-0.004986
SPXQ 140331P1250000,1250,3/31/2014,P,0.326217,0,11,-0.006224
SPXQ 140331P1275000,1275,3/31/2014,P,0.319498,0,10,-0.007714
SPXQ 140331P1300000,1300,3/31/2014,P,0.312441,0,505,-0.009467
SPXQ 140331P1325000,1325,3/31/2014,P,0.304041,0,10,-0.011308
SPXQ 140331P1350000,1350,3/31/2014,P,0.295454,0,41,-0.013449
SPXQ 140331P1375000,1375,3/31/2014,P,0.285903,0,15,-0.015721
SPXQ 140331P1400000,1400,3/31/2014,P,0.276823,0,1510,-0.018539
SPXQ 140331P1425000,1425,3/31/2014,P,0.267912,0,478,-0.02194
SPXQ 140331P1450000,1450,3/31/2014,P,0.259411,0,163,-0.02616
SPXQ 140331P1475000,1475,3/31/2014,P,0.250985,16,17,-0.031252
SPXQ 140331P1500000,1500,3/31/2014,P,0.241382,0,1540,-0.036713
SPXQ 140331P1525000,1525,3/31/2014,P,0.231426,0,1824,-0.043017
SPXQ 140331P1550000,1550,3/31/2014,P,0.222116,0,154,-0.051037
SPXQ 140331P1575000,1575,3/31/2014,P,0.212555,0,1249,-0.060536
SPXQ 140331P1600000,1600,3/31/2014,P,0.203792,6,5983,-0.07281
SPXQ 140331P1625000,1625,3/31/2014,P,0.195591,0,4455,-0.088402
SPXQ 140331C1650000,1650,3/31/2014,C,0.181581,6,11,0.89458
SPXQ 140331P1650000,1650,3/31/2014,P,0.187388,6,2251,-0.107531
SPXQ 140331C1675000,1675,3/31/2014,C,0.174199,0,8,0.870627
SPXQ 140331P1675000,1675,3/31/2014,P,0.179035,106,3617,-0.130859
SPXQ 140331C1700000,1700,3/31/2014,C,0.166998,0,877,0.840776
SPXQ 140331P1700000,1700,3/31/2014,P,0.17104,200,2643,-0.159997
SPXQ 140331C1725000,1725,3/31/2014,C,0.159756,0,833,0.804122
SPXQ 140331P1725000,1725,3/31/2014,P,0.163558,6,3029,-0.196406
SPXQ 140331C1750000,1750,3/31/2014,C,0.153119,0,3366,0.758541
SPXQ 140331P1750000,1750,3/31/2014,P,0.155831,22,614,-0.240376
SPXQ 140331C1775000,1775,3/31/2014,C,0.145249,0,1234,0.70511
SPXQ 140331P1775000,1775,3/31/2014,P,0.148067,5,1854,-0.293486
SPXQ 140331C1800000,1800,3/31/2014,C,0.138664,0,1424,0.639824
SPXQ 140331P1800000,1800,3/31/2014,P,0.141008,4,1670,-0.357501
SPXQ 140331C1825000,1825,3/31/2014,C,0.132004,0,4410,0.564172
SPXQ 140331P1825000,1825,3/31/2014,P,0.133989,0,714,-0.431916
SPXQ 140331C1850000,1850,3/31/2014,C,0.125819,15,3828,0.479072
SPXQ 140331P1850000,1850,3/31/2014,P,0.127403,6,35,-0.515879
SPXQ 140331C1875000,1875,3/31/2014,C,0.119466,700,8101,0.387384
SPXQ 140331P1875000,1875,3/31/2014,P,0.120145,0,1502,-0.607371
SPXQ 140331C1900000,1900,3/31/2014,C,0.114008,18,3750,0.295196
SPXQ 140331P1900000,1900,3/31/2014,P,0.115446,0,0,-0.697756
SPXQ 140331C1925000,1925,3/31/2014,C,0.110053,16,220,0.211629
SPXQ 140331P1925000,1925,3/31/2014,P,0.11125,0,0,-0.781205
SPXQ 140331C1950000,1950,3/31/2014,C,0.106942,0,1125,0.142124
SPXQ 140331P1950000,1950,3/31/2014,P,0.108305,0,9,-0.850176
SPXQ 140331C1975000,1975,3/31/2014,C,0.10655,0,2100,0.093732
SPXQ 140331P1975000,1975,3/31/2014,P,0.107819,0,0,-0.899037
SPXQ 140331C2000000,2000,3/31/2014,C,0.106493,0,1643,0.05948
SPXQ 140331P2000000,2000,3/31/2014,P,0.109938,0,0,-0.929792
SPXQ 140331C2025000,2025,3/31/2014,C,0.108287,0,770,0.038704
SPXQ 140331P2025000,2025,3/31/2014,P,0.112309,0,0,-0.951007
SPXQ 140331C2050000,2050,3/31/2014,C,0.11112,0,1100,0.025933
SPXQ 140331P2050000,2050,3/31/2014,P,0.116379,0,0,-0.963627
SPXQ 140331C2075000,2075,3/31/2014,C,0.114281,0,12,0.017647
SPXQ 140331P2075000,2075,3/31/2014,P,0.120038,0,0,-0.97281
SPXQ 140331C2100000,2100,3/31/2014,C,0.118711,0,12,0.012883
SPXQ 140331P2100000,2100,3/31/2014,P,0.12571,0,0,-0.977733
SPX 140419P800000,800,4/19/2014,P,0.511763,11,0,-0.00083
SPX 140419P900000,900,4/19/2014,P,0.456372,11,0,-0.00127
SPX 140419P950000,950,4/19/2014,P,0.423823,11,0,-0.001367
SPX 140419P1000000,1000,4/19/2014,P,0.397842,11,0,-0.001646
SPX 140419P1050000,1050,4/19/2014,P,0.379673,11,0,-0.00231
SPX 140419P1075000,1075,4/19/2014,P,0.371137,11,0,-0.002754
SPX 140419P1100000,1100,4/19/2014,P,0.361831,11,0,-0.003219
SPX 140419P1125000,1125,4/19/2014,P,0.354178,11,0,-0.003882
SPX 140419P1150000,1150,4/19/2014,P,0.345562,11,0,-0.004576
SPX 140419P1175000,1175,4/19/2014,P,0.337861,11,0,-0.005481
SPX 140419P1200000,1200,4/19/2014,P,0.330604,11,2000,-0.006604
SPX 140419P1225000,1225,4/19/2014,P,0.322314,11,0,-0.007778
SPX 140419P1250000,1250,4/19/2014,P,0.314276,11,0,-0.009189
SPX 140419P1275000,1275,4/19/2014,P,0.305409,11,0,-0.010675
SPX 140419P1300000,1300,4/19/2014,P,0.297456,11,80,-0.0126
SPX 140419P1325000,1325,4/19/2014,P,0.288646,11,1,-0.014632
SPX 140419P1350000,1350,4/19/2014,P,0.280351,0,70,-0.017143
SPX 140419P1375000,1375,4/19/2014,P,0.273305,0,6,-0.020507
SPX 140419P1400000,1400,4/19/2014,P,0.263345,0,2,-0.023363
SPX 140419P1425000,1425,4/19/2014,P,0.254899,0,0,-0.027318
SPX 140419P1450000,1450,4/19/2014,P,0.246658,0,29,-0.032071
SPX 140419P1475000,1475,4/19/2014,P,0.237489,0,0,-0.037161
SPX 140419P1500000,1500,4/19/2014,P,0.229187,0,13,-0.043704
SPX 140419P1525000,1525,4/19/2014,P,0.221302,0,0,-0.05178
SPX 140419P1550000,1550,4/19/2014,P,0.213493,0,4688,-0.061488
SPX 140419P1575000,1575,4/19/2014,P,0.205511,0,4688,-0.072958
SPX 140419P1600000,1600,4/19/2014,P,0.197492,5,2026,-0.086686
SPX 140419C1625000,1625,4/19/2014,C,0.188736,0,0,0.892126
SPX 140419P1625000,1625,4/19/2014,P,0.189744,0,302,-0.103498
SPX 140419C1650000,1650,4/19/2014,C,0.181637,0,0,0.871174
SPX 140419P1650000,1650,4/19/2014,P,0.182122,27,101,-0.123918
